indicator_id,period_start,period_end,value,last_updated
RI_4A1_no_qualifications,2022-01-01,2022-12-31,5.3,2026-06-15
RI_4A1_no_qualifications,2023-01-01,2023-12-31,3.9,2026-06-15
RI_4A1_no_qualifications,2024-01-01,2024-12-31,4,2026-06-15
RI_4A1_no_qualifications,2025-01-01,2025-12-31,3.6000000000000005,2026-06-15
