indicator_id,period_start,period_end,value,last_updated
RI_5E1_heat_stress_deaths,2024-01-01,2024-12-31,33,2026-04-23
RI_5E1_heat_stress_deaths,2025-01-01,2025-12-31,35,2026-04-23
