indicator_id,period_start,period_end,value,last_updated
RI_2_mode_share,2014-01-01,2015-12-31,36.443626147717936,2026-08-27
RI_2_mode_share,2015-01-01,2016-12-31,38.04803631363861,2026-08-27
RI_2_mode_share,2016-01-01,2017-12-31,38.39790489579822,2026-08-27
RI_2_mode_share,2017-01-01,2018-12-31,38.077148093181535,2026-08-27
RI_2_mode_share,2018-01-01,2019-12-31,36.79845527782095,2026-08-27
RI_2_mode_share,2023-01-01,2024-12-31,49.449222004765744,2026-08-27
