indicator_id,period_start,period_end,value,last_updated
RI_2C1_pt_connectivity_score,2019-01-01,2019-12-31,7060,2026-08-27
RI_2C1_pt_connectivity_score,2022-01-01,2022-12-31,6534,2026-08-27
RI_2C1_pt_connectivity_score,2023-01-01,2023-12-31,6426,2026-08-27
RI_2C1_pt_connectivity_score,2024-01-01,2024-12-31,6511,2026-08-27
RI_2C1_pt_connectivity_score,2025-01-01,2025-12-31,6550,2026-08-27
